epoch,loss,blur,fid
0,6906.914276123047,0.0061739482916891575,0.2734592399679627
1,5812.580368041992,0.0054377117194235325,0.2582931157655429
2,5120.934631347656,0.006165717728435993,0.24350698383584646
3,4676.937850952148,0.006973066367208958,0.23049261726433343
4,4344.680419921875,0.007258662022650242,0.22024783801258124
5,4100.320220947266,0.007416450884193182,0.21199296390439848
6,3905.5320892333984,0.007555961608886719,0.20406701592113424
7,3749.2139739990234,0.0077058058232069016,0.19530629142746134
8,3618.4546966552734,0.007909988984465599,0.18795013828170895
9,3520.0484161376953,0.008130836300551891,0.1814992325480308
10,3437.6552734375,0.008330654352903366,0.17417960644952413
11,3371.378952026367,0.008384785614907742,0.16948766171882845
12,3318.857711791992,0.008368263021111488,0.16545505991491088
13,3274.7265014648438,0.008283385075628757,0.16172660555383572
14,3237.537384033203,0.008149106055498123,0.15842157175681915
15,3207.8642578125,0.007986070588231087,0.15589663633369216
16,3182.9002380371094,0.007736532483249903,0.1540259203169826
17,3161.9577102661133,0.007413852959871292,0.1529569948901533
18,3144.1902923583984,0.006978412624448538,0.15231223004782377
19,3129.1482696533203,0.00644568121060729,0.1521661564404901
20,3115.680030822754,0.005856816656887531,0.1522121375951771
21,3103.49959564209,0.005330246407538652,0.15244556376128537
22,3093.346435546875,0.00492335157468915,0.1524994158891047
23,3084.3557357788086,0.004661612678319216,0.1523170368214736
24,3076.602996826172,0.004517420660704374,0.15182293169782268
25,3069.871551513672,0.004470043815672398,0.15111573491526095
26,3064.109390258789,0.0044625550508499146,0.15029708714466644
27,3058.689163208008,0.004498160444200039,0.14936349191830503
28,3053.92716217041,0.004537252709269524,0.14837503492919313
29,3049.3695220947266,0.004597417078912258,0.14764069100315097
30,3045.5374298095703,0.004682288505136967,0.14693529754699866
31,3042.1749725341797,0.0047571598552167416,0.1463480497345339
32,3039.480743408203,0.004839486442506313,0.14569045017376986
33,3036.4922409057617,0.004923840519040823,0.14522943082247008
34,3033.785545349121,0.005013815592974424,0.14486481672719653
35,3031.3709259033203,0.0051115029491484165,0.14474022282411964
36,3029.322296142578,0.005189794581383467,0.14419435431446928
37,3027.945068359375,0.005262934602797031,0.1434715226059894
38,3026.7528228759766,0.0053509920835494995,0.142649769547866
39,3026.262496948242,0.005435667000710964,0.14155678397744298
40,3024.7811584472656,0.005529514979571104,0.14082295004083453
41,3021.7746963500977,0.005628352053463459,0.14120295018891788
42,3020.0925064086914,0.00576270604506135,0.14215328170311123
43,3019.7126083374023,0.005888250656425953,0.14239460762796086
44,3018.687530517578,0.005984125658869743,0.14213352061232035
45,3017.3867263793945,0.006069648545235395,0.14162162571031503
46,3016.075637817383,0.006140309385955334,0.1412687775939957
47,3015.178451538086,0.006207560654729605,0.14115621355532118
48,3014.5108032226562,0.006286488380283117,0.14077757143914438
49,3014.581329345703,0.006334190722554922,0.14066239556263377
50,3004.833869934082,0.006411610636860132,0.14060652778299487
51,3003.841812133789,0.006446954794228077,0.140349803973774
52,3003.228469848633,0.006478472612798214,0.14017987645281316
53,3002.6725692749023,0.006508572958409786,0.1400457943462427
54,3002.146583557129,0.006537218578159809,0.1399267146208975
55,3001.761489868164,0.006563517265021801,0.1398012248272111
56,3001.2999267578125,0.006592282559722662,0.1397336001685262
57,3000.8798294067383,0.006617048289626837,0.1396330374619143
58,3000.5482788085938,0.006641133688390255,0.1395275977485118
59,3000.157569885254,0.006666623521596193,0.1394680065096579
60,2999.8687057495117,0.006689509376883507,0.13936807682357
61,2999.492256164551,0.006714926101267338,0.1392781675645237
62,2999.190849304199,0.006738136988133192,0.1392081463399889
63,2998.8544311523438,0.006759228650480509,0.13909786626635895
64,2998.484748840332,0.006782808341085911,0.1390400636546194
65,2998.1900939941406,0.006808037869632244,0.13894191648957022
66,2997.8697662353516,0.006829351186752319,0.13883874582516417
67,2997.5615463256836,0.006845509633421898,0.13876722058491453
68,2997.2983474731445,0.006871530786156654,0.13865162783116394
69,2996.9634170532227,0.006890513002872467,0.13857061732028889
70,2996.6044540405273,0.006909295450896025,0.13852657397956675
71,2996.4004974365234,0.0069334665313363075,0.1383972392925703
72,2996.0685653686523,0.006951769348233938,0.1383175342949082
73,2995.812484741211,0.00697090569883585,0.13823156672285714
74,2995.4665756225586,0.006993326358497143,0.13815758121867552
75,2995.2148208618164,0.007010523695498705,0.1380806234429007
76,2994.9032974243164,0.007036108989268541,0.13800558745756908
77,2994.6397247314453,0.007048819679766893,0.13791267703576127
78,2994.351531982422,0.007067473139613867,0.1377961962333526
79,2994.1023559570312,0.007089040707796812,0.13775073995394144
