epoch,loss,blur,fid
0,166.25417232513428,0.005289893597364426,0.17232079539941272
1,160.01947212219238,0.004105238243937492,0.1577121545327277
2,156.55753898620605,0.0033983795437961817,0.15776354971160692
3,155.12246799468994,0.003421875648200512,0.15843876320098502
4,154.65250778198242,0.0040179952047765255,0.1596501263011735
5,154.5227198600769,0.004125488921999931,0.15397981907777097
6,154.07889938354492,0.004274897743016481,0.15717954902228043
7,154.28109502792358,0.004460411611944437,0.15460848073905895
8,154.06005668640137,0.0044067781418561935,0.15645580590295344
9,154.3635106086731,0.004570344928652048,0.155957180370016
10,153.9136028289795,0.0049005718901753426,0.15400446914037788
11,153.99251794815063,0.004874692298471928,0.15089310175617146
12,154.06102657318115,0.005067257676273584,0.15339313885882
13,153.7387990951538,0.00548994867131114,0.14869479116266016
14,153.4295253753662,0.005603309720754623,0.14864663227395347
15,153.59735774993896,0.005769056733697653,0.15119014591105384
16,153.28122234344482,0.005532823037356138,0.14857170176142703
17,153.38977813720703,0.005592528730630875,0.1470989061599293
18,153.14878034591675,0.006094188429415226,0.14894769536117772
19,153.04399299621582,0.005987980868667364,0.14503773972418812
20,152.907488822937,0.006218856666237116,0.1454966111322462
21,153.16103792190552,0.0061882296577095985,0.14407094118140137
22,152.75130414962769,0.006770285312086344,0.14257666163211577
23,153.04339694976807,0.007374737411737442,0.1388942587689779
24,152.65105962753296,0.006822953000664711,0.14431219547919605
25,152.55910444259644,0.006978662218898535,0.1401840717615019
26,152.80681562423706,0.007133031729608774,0.14091429859280064
27,152.8494839668274,0.006367826368659735,0.13921045470168988
28,152.44398832321167,0.006604000926017761,0.13923750640709143
29,152.2227725982666,0.006911101285368204,0.13712396809960287
30,151.94735145568848,0.00705803744494915,0.13999916683880714
31,152.09594249725342,0.0069978563115000725,0.13830518634357095
32,152.28851222991943,0.007168677169829607,0.14105304841528402
33,151.9825315475464,0.007085789460688829,0.14187984500253825
34,152.0156798362732,0.0068757678382098675,0.13829581363712928
35,151.6770429611206,0.007125293370336294,0.14047852468241745
36,151.962815284729,0.007985612377524376,0.1408813299863591
37,152.03876066207886,0.008059794083237648,0.1390641413903564
38,151.72092819213867,0.008330672979354858,0.1385093218452762
39,151.50062036514282,0.007644036319106817,0.13641863358824075
40,151.64767217636108,0.007679754868149757,0.13587586168071802
41,151.48775911331177,0.0077455551363527775,0.13753660204781792
42,151.454758644104,0.007488374598324299,0.13860087821376893
43,151.15165042877197,0.007855676114559174,0.1377217742845454
44,151.55340337753296,0.008792060427367687,0.13727184405140866
45,151.6529369354248,0.008601750247180462,0.13475846008209785
46,151.62573099136353,0.008603677153587341,0.1356678356737573
47,151.11861324310303,0.008896023035049438,0.1327370239511707
48,151.3422646522522,0.00944648589938879,0.1322118724128392
49,151.333646774292,0.008736507967114449,0.13453398909681855
50,150.4284873008728,0.009139117784798145,0.13019910258962342
51,150.36847400665283,0.009280793368816376,0.12963753225984756
52,150.34784317016602,0.009518753737211227,0.12948243200393209
53,150.176118850708,0.009563671424984932,0.12874274614046194
54,150.110604763031,0.009758412837982178,0.1284744919260008
55,150.07513236999512,0.009932792745530605,0.12807360655653746
56,150.01042461395264,0.009956741705536842,0.12780160774408464
57,149.9696125984192,0.010016961954534054,0.1279067045859267
58,149.91289615631104,0.010164625942707062,0.12751214834827426
59,149.88552522659302,0.010241984389722347,0.12728189963176126
60,149.84179782867432,0.010210830718278885,0.12715758661005597
61,149.82507801055908,0.010342034511268139,0.12677152843397757
62,149.7275881767273,0.010512683540582657,0.1269015147661707
63,149.6871509552002,0.010641652159392834,0.12641480190815116
64,149.6602177619934,0.010575482621788979,0.12658569011850396
65,149.66716241836548,0.010596385225653648,0.12626708048141497
66,149.59366369247437,0.010656430386006832,0.1259191991098397
67,149.575541973114,0.01098918728530407,0.1263158988508074
68,149.57571840286255,0.010830322280526161,0.12544981052877718
69,149.52355289459229,0.010834291577339172,0.1251313699247712
70,149.46938610076904,0.010619384236633778,0.12557411560822165
71,149.44314527511597,0.010902629233896732,0.12579991227879314
72,149.50702381134033,0.010914097540080547,0.12543802242192362
73,149.44631147384644,0.011025277897715569,0.12521635371727224
74,149.46917963027954,0.010974327102303505,0.12546544091666662
75,149.41555976867676,0.01096639595925808,0.12492008028472798
76,149.42196893692017,0.01086629368364811,0.1254674456404453
77,149.3976788520813,0.011312674731016159,0.12590677975222445
78,149.36922073364258,0.011369899846613407,0.1253188855044411
79,149.3525586128235,0.011515064164996147,0.12557718289073844
3181
