epoch,loss,blur,fid
0,37.04200164794922,0.0580735057592392,0
1,30.35426076889038,0.06499198824167252,0
2,27.39181219100952,0.0655646100640297,0
3,26.043121433258058,0.07642887532711029,0
4,25.801587219238282,0.08033633232116699,0
5,24.279120635986327,0.08042195439338684,0
6,40.13816186904907,0.08492471277713776,0
7,24.74374656677246,0.07828133553266525,0
8,24.4743528175354,0.07763178646564484,0
9,27.397611846923827,0.08831165730953217,0
10,24.71032875061035,0.09155962616205215,0
11,24.09678981781006,0.09182120114564896,0
12,22.12840751647949,0.09015247970819473,0
13,22.718452091217042,0.08561229705810547,0
14,23.313649253845213,0.08870850503444672,0
15,23.214198532104493,0.08774099498987198,0
16,21.99205774307251,0.09246119856834412,0
17,21.533259105682372,0.08884135633707047,0
18,23.913469429016114,0.09660779684782028,0
19,22.839073162078858,0.09814368933439255,0
20,20.84934913635254,0.10027479380369186,0
21,22.70857572555542,0.0913483053445816,0
22,22.78400691986084,0.09901723265647888,0
23,20.755313987731935,0.09614071995019913,0
24,21.22183225631714,0.09343034029006958,0
25,22.565398025512696,0.09989036619663239,0
26,20.89394630432129,0.09589461237192154,0
27,21.82289051055908,0.09737375378608704,0
28,21.492301502227782,0.10183586925268173,0
29,21.104500522613524,0.09440770000219345,0
30,20.912527503967286,0.09312180429697037,0
31,21.215981826782226,0.09962750226259232,0
32,21.257560443878173,0.09879928827285767,0
33,20.68457649230957,0.10177472978830338,0
34,20.50363306045532,0.09619446098804474,0
35,20.960434856414796,0.09580548107624054,0
36,21.14995994567871,0.09853142499923706,0
37,20.40652229309082,0.10101976245641708,0
38,20.512693786621092,0.09990851581096649,0
39,19.99951692581177,0.09903272241353989,0
40,20.144209232330322,0.0980992242693901,0
41,20.177728271484376,0.10477470606565475,0
42,20.401844635009766,0.10106098651885986,0
43,19.84558485031128,0.10593272000551224,0
44,19.63590705871582,0.10626541823148727,0
45,20.208566188812256,0.10179595649242401,0
46,19.464369697570802,0.10310875624418259,0
47,19.63276903152466,0.10634556412696838,0
48,19.307323665618895,0.10326497256755829,0
49,19.955784740448,0.09883122146129608,0
50,17.852767457962035,0.11288414895534515,0
51,17.828720483779907,0.11243107914924622,0
52,18.014066877365114,0.11327151209115982,0
53,17.998128929138183,0.11374730616807938,0
54,17.97601763725281,0.11488929390907288,0
55,18.084383697509764,0.11490712314844131,0
56,18.13717215538025,0.11491616815328598,0
57,18.09689384460449,0.11594034731388092,0
58,18.190637578964232,0.11729969084262848,0
59,17.998074445724487,0.11624698340892792,0
60,17.999541921615602,0.1167140007019043,0
61,18.0780610370636,0.11581961065530777,0
62,18.01355565071106,0.11625917255878448,0
63,18.09328073501587,0.11666973680257797,0
64,18.165939960479736,0.11762978881597519,0
65,18.162065658569336,0.11645587533712387,0
66,18.142219619750975,0.11810799688100815,0
67,18.216296377182008,0.11789918690919876,0
68,18.16904808998108,0.11713163554668427,0
69,18.233934392929076,0.11854331195354462,0
70,18.205854759216308,0.11717855930328369,0
71,18.225130319595337,0.11914778500795364,0
72,18.27218343734741,0.11798487603664398,0
73,18.259492797851564,0.11912623792886734,0
74,18.269121961593626,0.11885671317577362,0
75,18.24875280380249,0.1193491518497467,0
76,18.289759550094605,0.11943230032920837,0
77,18.30728751182556,0.11908572912216187,0
78,18.277552938461305,0.11876989156007767,0
79,18.20273851394653,0.11928453296422958,0
